name,M.R.P.,price,discount,delivery,offers
HP OMEN Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-ax248TX Gaming Laptop  (15.6 inch, Black),₹79990,₹79990,0%,Free Delivery,No Cost EMI
