name,M.R.P.,price,discount,delivery,offers
Dell Inspiron 5000 Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop  (15.6 inch, Black),63990,63990,0%,Free Delivery ,No Cost EMI/Bank offer
