name,M.R.P.,price,discount,delivery,offers
Dell Inspiron 5000 Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop  (15.6 inch, Black),   67100.00, 67100.00,0%,FREE Delivery,4 offers
